question_id,mu,delta_se_variance,delta_se_mean_abs,delta_se_max_abs
jp_3026--138/138_366909.txt#0_2,0.5,0.001807933,0.046819991,0.093844786
jp_3026--138/138_366909.txt#0_2,1,0.001440588,0.035802879,0.078386123
jp_3026--138/138_366909.txt#0_2,2,0.001897949,0.04622729,0.094665543
jp_3059--26/26_1399947.txt#0_1,0,5.61E-05,0.00453805,0.012318411
jp_3059--26/26_1399947.txt#0_1,0.5,5.13E-06,0.001445899,0.00339214
jp_3059--26/26_1399947.txt#0_1,1,6.00E-06,0.001855791,0.002713513
jp_3059--26/26_1399947.txt#0_1,2,6.24E-06,0.001772134,0.003278744
jp_3234--33/33_1767595.txt#0_0,0,0.022510229,0.128158715,0.298265454
jp_3234--33/33_1767595.txt#0_0,0.5,0.019733701,0.147451335,0.304511601
jp_3234--33/33_1767595.txt#0_0,1,0.021517637,0.140936452,0.306382014
jp_3234--33/33_1767595.txt#0_0,2,0.021764741,0.129812558,0.297114587
jp_3304--119/119_1433184.txt#0_0,0,0.004293403,0.049480254,0.124872938
jp_3304--119/119_1433184.txt#0_0,0.5,0.00285125,0.039010348,0.099125493
jp_3304--119/119_1433184.txt#0_0,1,0.003794355,0.044902145,0.115216137
jp_3304--119/119_1433184.txt#0_0,2,0.003537534,0.044147008,0.112160234
jp_3307--148/148_1403703.txt#0_0,0,0.001640051,0.03858996,0.084603702
jp_3307--148/148_1403703.txt#0_0,0.5,0.002923199,0.051949919,0.11305249
jp_3307--148/148_1403703.txt#0_0,1,0.003019233,0.057221856,0.117558063
jp_3307--148/148_1403703.txt#0_0,2,0.003504645,0.049857231,0.117044158
jp_3645--146/146_1169963.txt#0_0,0,2.92E-33,2.70E-16,3.32E-16
jp_3645--146/146_1169963.txt#0_0,0.5,1.16E-33,2.76E-16,2.96E-16
jp_3645--146/146_1169963.txt#0_0,1,3.99E-35,2.76E-16,2.83E-16
jp_3645--146/146_1169963.txt#0_0,2,6.25E-34,2.74E-16,3.00E-16
jp_3697--38/38_1394540.txt#0_1,0,2.59E-05,0.003398466,0.00759664
jp_3697--38/38_1394540.txt#0_1,0.5,0.000284145,0.03093648,0.047025629
jp_3697--38/38_1394540.txt#0_1,1,0.000792539,0.039292058,0.068773697
jp_3697--38/38_1394540.txt#0_1,2,0.000893544,0.039368453,0.070539326
jp_4251--97/97_1456617.txt#0_1,0,7.97E-06,0.001757433,0.004504199
jp_4251--97/97_1456617.txt#0_1,0.5,8.94E-05,0.008888232,0.019556925
jp_4251--97/97_1456617.txt#0_1,1,4.43E-05,0.00614531,0.013742344
jp_4251--97/97_1456617.txt#0_1,2,4.09E-05,0.004093377,0.011276334
jp_4375--83/83_2736108.txt#0_0,0,1.38E-05,0.00420216,0.008375155
jp_4375--83/83_2736108.txt#0_0,0.5,2.80E-05,0.013530902,0.017313068
jp_4375--83/83_2736108.txt#0_0,1,3.45E-05,0.00727933,0.012885722
jp_4375--83/83_2736108.txt#0_0,2,8.62E-05,0.00590543,0.014382097
jp_553--17/17_1364047.txt#0_2,0,0.000166631,0.013016729,0.027268681
jp_553--17/17_1364047.txt#0_2,0.5,0.000177322,0.012834282,0.027429125
jp_553--17/17_1364047.txt#0_2,1,0.000409641,0.01879654,0.041436431
jp_553--17/17_1364047.txt#0_2,2,0.00028651,0.016292919,0.035461855
jp_661--146/146_192394.txt#0_0,0,0.021103363,0.138631477,0.302077265
jp_661--146/146_192394.txt#0_0,0.5,0.01819238,0.121288734,0.273854254
jp_661--146/146_192394.txt#0_0,1,0.016593436,0.132005896,0.276713552
jp_661--146/146_192394.txt#0_0,2,0.016898634,0.128500516,0.274465265
jp_742--32/32_1368333.txt#0_2,0,0.009089704,0.078121566,0.186781661
jp_742--32/32_1368333.txt#0_2,0.5,0.009573879,0.08467815,0.195863817
jp_742--32/32_1368333.txt#0_2,1,0.00964135,0.084596288,0.196118383
jp_742--32/32_1368333.txt#0_2,2,0.008017075,0.077696341,0.178995579
jp_923--21/21_934119.txt#0_0,0,3.16E-34,5.37E-17,7.11E-17
jp_923--21/21_934119.txt#0_0,0.5,4.21E-34,5.48E-17,6.66E-17
jp_923--21/21_934119.txt#0_0,1,1.71E-34,5.77E-17,6.88E-17
jp_923--21/21_934119.txt#0_0,2,9.00E-35,5.77E-17,6.77E-17
odql_1018--140/140_2097132.txt#0_0,0,0.022741405,0.141829148,0.311965217
odql_1018--140/140_2097132.txt#0_0,0.5,0.016008383,0.124611024,0.26687444
odql_1018--140/140_2097132.txt#0_0,1,0.020269944,0.13020899,0.2909438
odql_1018--140/140_2097132.txt#0_0,2,0.016793791,0.12578047,0.271507571
odql_10315--156/156_2071274.txt#0_0,0,0.000908598,0.026702778,0.06081636
odql_10315--156/156_2071274.txt#0_0,0.5,0.00042046,0.018792687,0.041966536
odql_10315--156/156_2071274.txt#0_0,1,0.000634104,0.01509767,0.041745255
odql_10315--156/156_2071274.txt#0_0,2,0.000929676,0.024057807,0.058872247
odql_10409--184/184_5652.txt#0,0,0.022804708,0.141625177,0.311580119
odql_10409--184/184_5652.txt#0,0.5,0.018260319,0.122380465,0.275166363
odql_10409--184/184_5652.txt#0,1,0.024532372,0.152293156,0.328468056
odql_10409--184/184_5652.txt#0,2,0.024966787,0.151831346,0.329722218
odql_1097--173/173_3062526.txt#0_0,0,0.015864619,0.115078444,0.257660452
odql_1097--173/173_3062526.txt#0_0,0.5,0.011156527,0.088250825,0.208447569
odql_1097--173/173_3062526.txt#0_0,1,0.015287986,0.120755907,0.260437699
odql_1097--173/173_3062526.txt#0_0,2,0.016639615,0.113402923,0.259770834
odql_11051--136/136_235136.txt#0_2,0,0.000327694,0.012102304,0.026396724
odql_11051--136/136_235136.txt#0_2,0.5,0.000840278,0.017875632,0.051343303
odql_11051--136/136_235136.txt#0_2,1,0.000679763,0.016558634,0.040445857
odql_11051--136/136_235136.txt#0_2,2,0.00091395,0.022828993,0.057610579
odql_11066--48/48_1410700.txt#0_2,0,4.27E-34,2.78E-16,2.98E-16
odql_11066--48/48_1410700.txt#0_2,0.5,7.80E-34,2.89E-16,3.06E-16
odql_11066--48/48_1410700.txt#0_2,1,5.77E-34,2.90E-16,3.10E-16
odql_11066--48/48_1410700.txt#0_2,2,7.77E-35,2.59E-16,2.65E-16
odql_11893--64/64_768.txt#0_0,0,0.000572469,0.017900501,0.045311177
odql_11893--64/64_768.txt#0_0,0.5,0.000640297,0.019337127,0.048224538
odql_11893--64/64_768.txt#0_0,1,0.000677462,0.02278643,0.05243137
odql_11893--64/64_768.txt#0_0,2,0.001325699,0.033146075,0.074277665
odql_12262--143/143_282014.txt#0_1,0,0.005604517,0.069321223,0.153824511
odql_12262--143/143_282014.txt#0_1,0.5,0.006026896,0.069164023,0.157152942
odql_12262--143/143_282014.txt#0_1,1,0.005298735,0.06404222,0.146471097
odql_12262--143/143_282014.txt#0_1,2,0.005767077,0.070751688,0.156392678
odql_12312--173/173_2307375.txt#0_0,0,1.56E-34,4.18E-17,5.55E-17
odql_12312--173/173_2307375.txt#0_0,0.5,1.29E-34,5.37E-17,6.66E-17
odql_12312--173/173_2307375.txt#0_0,1,3.01E-34,4.40E-17,6.00E-17
odql_12312--173/173_2307375.txt#0_0,2,2.96E-34,3.96E-17,5.22E-17
odql_12354--Lord_Snooty.txt#0_1,0,0.006379465,0.073654847,0.163634395
odql_12354--Lord_Snooty.txt#0_1,0.5,0.00711179,0.069255559,0.165238525
odql_12354--Lord_Snooty.txt#0_1,1,0.006041297,0.074425438,0.16201678
odql_12354--Lord_Snooty.txt#0_1,2,0.007724443,0.072605853,0.172232315
odql_12368--150/150_2308380.txt#0_0,0,0.030941007,0.172243713,0.369341464
odql_12368--150/150_2308380.txt#0_0,0.5,0.033313774,0.17066403,0.37591894
odql_12368--150/150_2308380.txt#0_0,1,0.027884439,0.159242248,0.346145828
odql_12368--150/150_2308380.txt#0_0,2,0.02456196,0.146369803,0.322972911
odql_12424--70/70_2829432.txt#0_0,0,0.000687368,0.022439874,0.051925549
odql_12424--70/70_2829432.txt#0_0,0.5,0.001007986,0.035096932,0.070197218
odql_12424--70/70_2829432.txt#0_0,1,0.001003428,0.031756608,0.067052011
odql_12424--70/70_2829432.txt#0_0,2,0.001326629,0.033465055,0.074656603
odql_12482--151/151_684649.txt#0_2,0,1.27E-33,6.18E-17,9.55E-17
odql_12482--151/151_684649.txt#0_2,0.5,5.06E-34,6.37E-17,8.88E-17
odql_12482--151/151_684649.txt#0_2,1,3.42E-34,7.29E-17,8.77E-17
odql_12482--151/151_684649.txt#0_2,2,6.07E-34,7.25E-17,9.88E-17
odql_12631--117/117_2313442.txt#0_0,0,0.002566095,0.053466515,0.109102142
odql_12631--117/117_2313442.txt#0_0,0.5,0.001294249,0.03730402,0.077434345
odql_12631--117/117_2313442.txt#0_0,1,0.003628474,0.066841438,0.133966741
odql_12631--117/117_2313442.txt#0_0,2,0.001290154,0.028544335,0.066441875
odql_12695--170/170_2314497.txt#0_0,0,0.000684714,0.0246395,0.054151718
odql_12695--170/170_2314497.txt#0_0,0.5,0.000439023,0.017146709,0.041035919
odql_12695--170/170_2314497.txt#0_0,1,0.000506778,0.018437535,0.044145818
odql_12695--170/170_2314497.txt#0_0,2,0.000722846,0.019240576,0.050149397
odql_13214--8/8_1517024.txt#0_1,0,2.40E-05,0.004629987,0.010096264
odql_13214--8/8_1517024.txt#0_1,0.5,6.06E-06,0.001869798,0.004624366
odql_13214--8/8_1517024.txt#0_1,1,2.73E-05,0.003521043,0.009244966
odql_13214--8/8_1517024.txt#0_1,2,0.000101297,0.008456865,0.019863906
odql_13282--196/196_2145719.txt#0_2,0,6.40E-05,0.007015981,0.01607243
odql_13282--196/196_2145719.txt#0_2,0.5,7.57E-05,0.007524978,0.017385922
odql_13282--196/196_2145719.txt#0_2,1,4.57E-05,0.005377172,0.013036196
odql_13282--196/196_2145719.txt#0_2,2,5.20E-05,0.006659342,0.014839316
odql_13565--85/85_2330758.txt#0_1,0,0.005523633,0.063831804,0.148282389
odql_13565--85/85_2330758.txt#0_1,0.5,0.005059242,0.065028981,0.145743368
odql_13565--85/85_2330758.txt#0_1,1,0.005845499,0.068183654,0.154959778
odql_13565--85/85_2330758.txt#0_1,2,0.00503483,0.063360115,0.143865032
odql_13628--178/178_857427.txt#0_1,0,0.000415581,0.023878952,0.046704632
odql_13628--178/178_857427.txt#0_1,0.5,0.000187524,0.015280351,0.030433346
odql_13628--178/178_857427.txt#0_1,1,0.000213699,0.01288721,0.029160628
odql_13628--178/178_857427.txt#0_1,2,0.000282713,0.016909812,0.035642645
odql_14838--54/54_107845.txt#0_2,0,0.000729063,0.017652745,0.044687711
odql_14838--54/54_107845.txt#0_2,0.5,0.000424341,0.022388614,0.045617462
odql_14838--54/54_107845.txt#0_2,1,0.00117378,0.026204027,0.06507894
odql_14838--54/54_107845.txt#0_2,2,0.002087047,0.056292048,0.106947337
odql_1809--193/193_609132.txt#0_0,0,1.64E-34,3.89E-17,4.88E-17
odql_1809--193/193_609132.txt#0_0,0.5,1.33E-33,3.55E-17,5.11E-17
odql_1809--193/193_609132.txt#0_0,1,8.18E-35,4.70E-17,5.33E-17
odql_1809--193/193_609132.txt#0_0,2,4.15E-34,3.22E-17,4.66E-17
odql_206--73/73_813141.txt#0_1,0,0.017732788,0.11180574,0.262856373
odql_206--73/73_813141.txt#0_1,0.5,0.019200698,0.12959684,0.285902766
odql_206--73/73_813141.txt#0_1,1,0.018499837,0.125609966,0.279062879
odql_206--73/73_813141.txt#0_1,2,0.016518857,0.116645414,0.261884017
odql_2231--49/49_1897281.txt#0_2,0,0.00442288,0.074779164,0.147462777
odql_2231--49/49_1897281.txt#0_2,0.5,0.009423674,0.110078635,0.217538024
odql_2231--49/49_1897281.txt#0_2,1,0.005326974,0.067690852,0.149907777
odql_2231--49/49_1897281.txt#0_2,2,0.005658886,0.078100136,0.161600537
odql_2328--190/190_3064771.txt#0_3,0,0.002697227,0.039591419,0.098898828
odql_2328--190/190_3064771.txt#0_3,0.5,0.00275119,0.043169745,0.102946408
odql_2328--190/190_3064771.txt#0_3,1,0.002715407,0.042438552,0.102086965
odql_2328--190/190_3064771.txt#0_3,2,0.003695649,0.049936986,0.119165716
odql_2399--38/38_2808267.txt#0_0,0,0.009373343,0.098645842,0.206470211
odql_2399--38/38_2808267.txt#0_0,0.5,0.010374539,0.104466975,0.217517182
odql_2399--38/38_2808267.txt#0_0,1,0.010258307,0.118342037,0.230507521
odql_2399--38/38_2808267.txt#0_0,2,0.010642897,0.095249569,0.211448133
odql_2399--38/38_2808267.txt#0_1,0,0.012277644,0.098311124,0.223398303
odql_2399--38/38_2808267.txt#0_1,0.5,0.014480553,0.110059334,0.245593502
odql_2399--38/38_2808267.txt#0_1,1,0.018752096,0.130309318,0.284281995
odql_2399--38/38_2808267.txt#0_1,2,0.012329034,0.095712368,0.221183288
odql_2420--173/173_2123595.txt#0_1,0,0.000627035,0.023219029,0.051894383
odql_2420--173/173_2123595.txt#0_1,0.5,0.000643479,0.017853796,0.046897891
odql_2420--173/173_2123595.txt#0_1,1,0.000450379,0.01644249,0.039823072
odql_2420--173/173_2123595.txt#0_1,2,0.00114955,0.028087576,0.066745028
odql_2538--189/189_425837.txt#0_1,0,4.55E-34,2.87E-16,3.06E-16
odql_2538--189/189_425837.txt#0_1,0.5,5.50E-34,2.82E-16,3.09E-16
odql_2538--189/189_425837.txt#0_1,1,1.44E-34,2.66E-16,2.80E-16
odql_2538--189/189_425837.txt#0_1,2,1.04E-33,2.79E-16,3.01E-16
odql_3698--78/78_264520.txt#0_1,0,0.000192878,0.01413358,0.030079777
odql_3698--78/78_264520.txt#0_1,0.5,7.91E-05,0.008378676,0.018626193
odql_3698--78/78_264520.txt#0_1,1,2.57E-05,0.005317099,0.011107555
odql_3698--78/78_264520.txt#0_1,2,0.000108892,0.009707778,0.021608212
odql_3814--123/123_2148942.txt#0_1,0,0.01410982,0.108572871,0.242685147
odql_3814--123/123_2148942.txt#0_1,0.5,0.011547912,0.093940653,0.215596565
odql_3814--123/123_2148942.txt#0_1,1,0.010098599,0.093034672,0.206698132
odql_3814--123/123_2148942.txt#0_1,2,0.011099308,0.092395356,0.211770412
odql_4122--97/97_2155160.txt#0_1,0,0.006095219,0.074723804,0.163108724
odql_4122--97/97_2155160.txt#0_1,0.5,0.00899163,0.093070467,0.199702442
odql_4122--97/97_2155160.txt#0_1,1,0.013081007,0.093165265,0.222783354
odql_4122--97/97_2155160.txt#0_1,2,0.009466547,0.090213829,0.200478325
odql_4457--196/196_990714.txt#0_1,0,0.008485849,0.093551109,0.19618376
odql_4457--196/196_990714.txt#0_1,0.5,0.009181285,0.083815532,0.19219512
odql_4457--196/196_990714.txt#0_1,1,0.009176106,0.097559448,0.204948644
odql_4457--196/196_990714.txt#0_1,2,0.007117399,0.084127301,0.178841602
odql_4497--97/97_2162315.txt#0_1,0,2.05E-34,1.69E-16,1.81E-16
odql_4497--97/97_2162315.txt#0_1,0.5,1.01E-34,1.72E-16,1.80E-16
odql_4497--97/97_2162315.txt#0_1,1,6.45E-35,1.74E-16,1.79E-16
odql_4497--97/97_2162315.txt#0_1,2,5.34E-36,1.75E-16,1.78E-16
odql_4611--0/0_1366344.txt#0_0,0,2.11E-05,0.007452787,0.011441833
odql_4611--0/0_1366344.txt#0_0,0.5,0.000792786,0.034607444,0.065920431
odql_4611--0/0_1366344.txt#0_0,1,0.000892174,0.031382846,0.0649213
odql_4611--0/0_1366344.txt#0_0,2,0.000350313,0.017810287,0.038347131
odql_4931--134/134_1613381.txt#0_1,0,0.008263139,0.078588571,0.181734842
odql_4931--134/134_1613381.txt#0_1,0.5,0.008564656,0.079326106,0.184445345
odql_4931--134/134_1613381.txt#0_1,1,0.008273042,0.078528002,0.181806571
odql_4931--134/134_1613381.txt#0_1,2,0.009120897,0.084193988,0.192467539
odql_4941--169/169_781368.txt#0_2,0,0.024203486,0.148834263,0.324426766
odql_4941--169/169_781368.txt#0_2,0.5,0.021093892,0.123757177,0.288586283
odql_4941--169/169_781368.txt#0_2,1,0.023361775,0.127389715,0.300576523
odql_4941--169/169_781368.txt#0_2,2,0.025469493,0.137133426,0.317637066
odql_548--127/127_413228.txt#0_1,0,6.53E-05,0.005279646,0.014583748
odql_548--127/127_413228.txt#0_1,0.5,0.000122542,0.006937431,0.018939932
odql_548--127/127_413228.txt#0_1,1,0.000432577,0.018775042,0.042548247
odql_548--127/127_413228.txt#0_1,2,0.000267269,0.012379248,0.031224882
odql_5527--13/13_90964.txt#0_1,0,0.001134152,0.030787158,0.068890887
odql_5527--13/13_90964.txt#0_1,0.5,0.00165212,0.040317516,0.085970576
odql_5527--13/13_90964.txt#0_1,1,0.000908084,0.029622023,0.063346606
odql_5527--13/13_90964.txt#0_1,2,0.001251628,0.033603784,0.073472541
odql_5547--132/132_2180988.txt#0_0,0,0.001515565,0.034743258,0.07882658
odql_5547--132/132_2180988.txt#0_0,0.5,0.00102383,0.027939675,0.064316704
odql_5547--132/132_2180988.txt#0_0,1,0.001107198,0.021414549,0.051014351
odql_5547--132/132_2180988.txt#0_0,2,0.001354352,0.029972386,0.072042585
odql_5984--118/118_142159.txt#0_0,0,0.016132655,0.120667199,0.264116393
odql_5984--118/118_142159.txt#0_0,0.5,0.012983261,0.108490126,0.237011198
odql_5984--118/118_142159.txt#0_0,1,0.014440466,0.120621373,0.256131908
odql_5984--118/118_142159.txt#0_0,2,0.014976197,0.105681811,0.244596613
odql_6502--195/195_349954.txt#0_0,0,0.000161125,0.020934995,0.031025418
odql_6502--195/195_349954.txt#0_0,0.5,0.00140062,0.056941353,0.096519649
odql_6502--195/195_349954.txt#0_0,1,0.001263218,0.04891554,0.087523748
odql_6502--195/195_349954.txt#0_0,2,0.000170956,0.02338524,0.036301257
odql_6620--156/156_349458.txt#0_0,0,0.001930914,0.032834204,0.082930782
odql_6620--156/156_349458.txt#0_0,0.5,0.002173379,0.03641694,0.089531961
odql_6620--156/156_349458.txt#0_0,1,0.002994988,0.049775571,0.111791516
odql_6620--156/156_349458.txt#0_0,2,0.001350176,0.029367943,0.071227312
odql_6714--124/124_3212527.txt#0_0,0,0.003323612,0.055591361,0.120011742
odql_6714--124/124_3212527.txt#0_0,0.5,0.003734523,0.055704586,0.124431653
odql_6714--124/124_3212527.txt#0_0,1,0.004701613,0.057256136,0.135237838
odql_6714--124/124_3212527.txt#0_0,2,0.005199347,0.071999259,0.152987016
odql_6798--164/164_2205690.txt#0_0,0,0.00088834,0.026861247,0.060122013
odql_6798--164/164_2205690.txt#0_0,0.5,0.000318485,0.021448139,0.041071749
odql_6798--164/164_2205690.txt#0_0,1,0.001037296,0.037136782,0.073396798
odql_6798--164/164_2205690.txt#0_0,2,0.000359975,0.014771418,0.035808141
odql_7016--55/55_1322268.txt#0_0,0,6.47E-06,0.003619631,0.00644657
odql_7016--55/55_1322268.txt#0_0,0.5,2.97E-05,0.005335493,0.011610452
odql_7016--55/55_1322268.txt#0_0,1,2.01E-06,0.0037129,0.0047681
odql_7016--55/55_1322268.txt#0_0,2,9.24E-05,0.006961911,0.017973846
odql_7656--38/38_144986.txt#0_0,0,0.006979447,0.079868246,0.174114805
odql_7656--38/38_144986.txt#0_0,0.5,0.00428361,0.059253977,0.132616652
odql_7656--38/38_144986.txt#0_0,1,0.006846399,0.075823183,0.169348836
odql_7656--38/38_144986.txt#0_0,2,0.006964663,0.075588927,0.170221177
odql_7759--63/63_1347430.txt#0_0,0,0.006399519,0.057193464,0.148606993
odql_7759--63/63_1347430.txt#0_0,0.5,0.006480844,0.06359657,0.155384416
odql_7759--63/63_1347430.txt#0_0,1,0.008725535,0.076556174,0.183009714
odql_7759--63/63_1347430.txt#0_0,2,0.006400548,0.065187389,0.155708852
odql_7977--27/27_2226595.txt#0_0,0,0.003779237,0.056068977,0.125832827
odql_7977--27/27_2226595.txt#0_0,0.5,0.004825911,0.057792566,0.136921293
odql_7977--27/27_2226595.txt#0_0,1,0.003519804,0.048169511,0.11544268
odql_7977--27/27_2226595.txt#0_0,2,0.003075212,0.048459348,0.110967757
odql_8017--6/6_2227411.txt#0_1,0,0.005020506,0.061315036,0.141876165
odql_8017--6/6_2227411.txt#0_1,0.5,0.006172322,0.067893333,0.156835616
odql_8017--6/6_2227411.txt#0_1,1,0.00702002,0.074830175,0.169742659
odql_8017--6/6_2227411.txt#0_1,2,0.008358585,0.072527209,0.176860467
odql_8059--174/174_3212822.txt#0_1,0,0.007309784,0.088288089,0.184708333
odql_8059--174/174_3212822.txt#0_1,0.5,0.007964638,0.077942657,0.179390672
odql_8059--174/174_3212822.txt#0_1,1,0.006977825,0.072941019,0.167252928
odql_8059--174/174_3212822.txt#0_1,2,0.00761146,0.080370426,0.179271589
odql_8247--176/176_1183968.txt#0_0,0,0.000337265,0.021310045,0.041000681
odql_8247--176/176_1183968.txt#0_0,0.5,0.000194169,0.01352658,0.028718713
odql_8247--176/176_1183968.txt#0_0,1,0.000391623,0.018064412,0.040257099
odql_8247--176/176_1183968.txt#0_0,2,0.000341298,0.017890988,0.038145895
odql_8256--23/23_225768.txt#0_0,0,8.22E-05,0.012100934,0.021720609
odql_8256--23/23_225768.txt#0_0,0.5,5.38E-05,0.005804528,0.014103567
odql_8256--23/23_225768.txt#0_0,1,2.78E-06,0.001617378,0.003467142
odql_8256--23/23_225768.txt#0_0,2,3.00E-05,0.003919143,0.009855043
odql_8725--117/117_1962716.txt#0_0,0,0.006936711,0.070301745,0.165161953
odql_8725--117/117_1962716.txt#0_0,0.5,0.006880976,0.071976687,0.166235712
odql_8725--117/117_1962716.txt#0_0,1,0.007521089,0.071522681,0.170307135
odql_8725--117/117_1962716.txt#0_0,2,0.007359713,0.069362032,0.167312952
odql_8850--100/100_3212993.txt#0_0,0,0.009689394,0.092857059,0.20426429
odql_8850--100/100_3212993.txt#0_0,0.5,0.014354576,0.105656275,0.241468959
odql_8850--100/100_3212993.txt#0_0,1,0.011787323,0.099122403,0.221984851
odql_8850--100/100_3212993.txt#0_0,2,0.00855318,0.080029142,0.185148614
odql_9086--54/54_264364.txt#0_0,0,0.000997753,0.021494038,0.057260909
odql_9086--54/54_264364.txt#0_0,0.5,0.000800304,0.018153324,0.050039562
odql_9086--54/54_264364.txt#0_0,1,0.000357904,0.011925852,0.029746693
odql_9086--54/54_264364.txt#0_0,2,0.000400178,0.012458749,0.034910526
odql_9298--52/52_868598.txt#0_0,0,0.001211622,0.037447636,0.076161536
odql_9298--52/52_868598.txt#0_0,0.5,0.001268721,0.028658182,0.069081531
odql_9298--52/52_868598.txt#0_0,1,0.001121865,0.034686085,0.072364672
odql_9298--52/52_868598.txt#0_0,2,0.00162565,0.03274406,0.078651187
odql_9310--183/183_763371.txt#0_0,0,5.82E-06,0.008693094,0.010166545
odql_9310--183/183_763371.txt#0_0,0.5,4.74E-05,0.011126688,0.019070503
odql_9310--183/183_763371.txt#0_0,1,0.000220632,0.009241637,0.024535261
odql_9310--183/183_763371.txt#0_0,2,5.29E-05,0.011654983,0.019159886
qb_1227--60/60_298938.txt#0_0,0,0.005670232,0.056068299,0.142051588
qb_1227--60/60_298938.txt#0_0,0.5,0.007002512,0.069157767,0.16436653
qb_1227--60/60_298938.txt#0_0,1,0.006183484,0.058397377,0.148087217
qb_1227--60/60_298938.txt#0_0,2,0.007446695,0.071971997,0.170289881
qb_1502--134/134_2618044.txt#0_0,0,0.019854165,0.125588241,0.284944251
qb_1502--134/134_2618044.txt#0_0,0.5,0.014922329,0.108717435,0.246709535
qb_1502--134/134_2618044.txt#0_0,1,0.016355957,0.101923383,0.246763011
qb_1502--134/134_2618044.txt#0_0,2,0.015362763,0.120745592,0.259650945
qb_2271--145/145_2891786.txt#0_1,0,0.005294571,0.06143351,0.144704202
qb_2271--145/145_2891786.txt#0_1,0.5,0.004530409,0.059230724,0.13458114
qb_2271--145/145_2891786.txt#0_1,1,0.009823837,0.090440671,0.202999942
qb_2271--145/145_2891786.txt#0_1,2,0.005947841,0.072028117,0.159822542
qb_250--Peter_Blake_(artist).txt#0_0,0,3.65E-05,0.006931502,0.013644328
qb_250--Peter_Blake_(artist).txt#0_0,0.5,1.57E-05,0.002895326,0.006987588
qb_250--Peter_Blake_(artist).txt#0_0,1,2.01E-05,0.004040737,0.009009432
qb_250--Peter_Blake_(artist).txt#0_0,2,3.07E-05,0.00600885,0.012044286
qb_2710--0/0_341544.txt#0_2,0,3.11E-34,2.19E-16,2.32E-16
qb_2710--0/0_341544.txt#0_2,0.5,2.57E-34,2.05E-16,2.23E-16
qb_2710--0/0_341544.txt#0_2,1,1.34E-33,2.06E-16,2.43E-16
qb_2710--0/0_341544.txt#0_2,2,1.11E-34,2.08E-16,2.19E-16
qb_2774--81/81_303935.txt#0_0,0,0.002584812,0.04746427,0.104963979
qb_2774--81/81_303935.txt#0_0,0.5,0.001776673,0.03258375,0.08059011
qb_2774--81/81_303935.txt#0_0,1,0.003296698,0.051356622,0.116563772
qb_2774--81/81_303935.txt#0_0,2,0.002402876,0.04032533,0.096180963
qb_2850--83/83_346130.txt#0_1,0,0.002822021,0.057215168,0.115714457
qb_2850--83/83_346130.txt#0_1,0.5,0.004006993,0.054593623,0.126213454
qb_2850--83/83_346130.txt#0_1,1,0.003965771,0.063416557,0.133932821
qb_2850--83/83_346130.txt#0_1,2,0.004434679,0.05948113,0.135044764
qb_2899--155/155_2893117.txt#0_2,0,0.000640613,0.017257232,0.045214969
qb_2899--155/155_2893117.txt#0_2,0.5,0.000836335,0.025973986,0.058506166
qb_2899--155/155_2893117.txt#0_2,1,0.000932648,0.027708559,0.062420829
qb_2899--155/155_2893117.txt#0_2,2,0.00101803,0.029131439,0.065295052
qb_3092--129/129_139741.txt#0_0,0,0.001087737,0.042722359,0.079514649
qb_3092--129/129_139741.txt#0_0,0.5,0.000215679,0.010799936,0.027125954
qb_3092--129/129_139741.txt#0_0,1,0.00029216,0.022995916,0.040646915
qb_3092--129/129_139741.txt#0_0,2,0.000408369,0.022428014,0.044925043
qb_3093--26/26_353347.txt#0_1,0,1.63E-34,2.61E-16,2.74E-16
qb_3093--26/26_353347.txt#0_1,0.5,1.43E-34,2.60E-16,2.69E-16
qb_3093--26/26_353347.txt#0_1,1,5.71E-34,2.55E-16,2.80E-16
qb_3093--26/26_353347.txt#0_1,2,2.88E-34,2.57E-16,2.75E-16
qb_3427--81/81_362513.txt#0_3,0,0.003947496,0.054728102,0.126050988
qb_3427--81/81_362513.txt#0_3,0.5,0.00394119,0.059071738,0.12994223
qb_3427--81/81_362513.txt#0_3,1,0.004054748,0.057966885,0.129962892
qb_3427--81/81_362513.txt#0_3,2,0.00325009,0.044579419,0.109597166
qb_3569--170/170_366697.txt#0_0,0,0.008891474,0.082597362,0.189493313
qb_3569--170/170_366697.txt#0_0,0.5,0.010897054,0.094188311,0.212306499
qb_3569--170/170_366697.txt#0_0,1,0.009019331,0.082643941,0.19044826
qb_3569--170/170_366697.txt#0_0,2,0.013261776,0.099008144,0.229843784
qb_388--149/149_18617.txt#0_2,0,0.000133423,0.008818069,0.022066946
qb_388--149/149_18617.txt#0_2,0.5,6.70E-05,0.007071768,0.016388334
qb_388--149/149_18617.txt#0_2,1,7.72E-05,0.013765801,0.022838647
qb_388--149/149_18617.txt#0_2,2,1.07E-05,0.002125016,0.004951379
qb_4017--123/123_379315.txt#0_2,0,0.008053876,0.074291058,0.176492643
qb_4017--123/123_379315.txt#0_2,0.5,0.006253817,0.068983009,0.158875298
qb_4017--123/123_379315.txt#0_2,1,0.007111903,0.073079634,0.168812611
qb_4017--123/123_379315.txt#0_2,2,0.006980416,0.068796956,0.164056917
qb_404--89/89_2634070.txt#0_2,0,0.004321379,0.064092632,0.138235423
